Payment Reminder from Frappé - (#{{ name }}),Напоминание о платеже от Frappé - (#{{ name }}),
Pending,В ожидании,
Pending Invites,Ожидающие приглашения,
Period,Период,
Person,Человек,
Phone,Телефон,
Phone Numbers,Телефонный номер,
Pin View,Закрепить вид,
Pinned,Закреплено,
Pinned Views,Закрепленные просмотры,
Please check your access token,"Пожалуйста, проверьте ваш токен доступа",
Please enable twilio settings before making a call.,Перед совершением звонка включите настройки Twilio.,
Please enter a valid URL,Введите действительный URL-адрес,
Please select a currency before saving.,Выберите валюту перед сохранением.,
Please select a lead gen form before syncing!,"Пожалуйста, выберите форму лидогенерации перед синхронизацией!",
Please select an existing contact,"Пожалуйста, выберите существующий контакт",
Please select an existing organization,"Пожалуйста, выберите существующую организацию",
Please select weekly off day,"Пожалуйста, выберите в неделю выходной",
Please setup Exotel intergration,"Пожалуйста, настройте интеграцию с Exotel",
Please specify a reason for losing the deal.,Укажите причину потери сделки.,
Please specify the reason for losing the deal.,Укажите причину потери сделки.,
Policy Name,Название политики,
Position,Позиция,
Preferences,Предпочтения,
Primary,Главная,
Priorities,Очередность,
Priority,Приоритет,
Private,Приватный,
Probability,Вероятность,
Product,Изделие,
Product Code,Код изделия,
Product Name,Название изделия,
Products,Изделия,
Profile,Профиль,
Projected vs actual revenue based on deal probability,Прогнозируемая против фактической выручки на основе вероятности сделки,
Public,Публично,
Public Views,Публичный просмотр,
Quantity,Количество,
Questions,Вопросы,
Queued,В очереди,
Quick Entry,Быстрый доступ,
Quick Filters,Быстрый поиск,
Rate,Цена,
Read,Читать,
Reason,Причина,
Record Calls,Аудиозапись звонков,
Record Outgoing Calls,Запись исходящих звонков,
Recording URL,Запись URL,
Reference Doc,Справочный документ,
Reference Doctype,Тип справочного документа,
Reference Document Type,Ссылка Тип документа,
Reference Name,Имя ссылки,
Refresh,Обновить,
Refresh Apps,Обновить приложения,
Reject,Отклонить,
Reload,Перезагрузка,
Remove,Удалить,
Remove Section,Удалить секцию,
Reply,Ответить,
Reply All,Ответить Всем,
Report an Issue,Сообщить о проблеме,
Required Fields,Обязательные поля,
Reset,Сброс,
Reset Changes,Сброс изменений,
Reset ERPNext Form Script,Сбросить формы скрипта ERPNext,
Reset to Default,Сброс по умолчанию,
Responded On,Ответил на,
Response By,Ответ от,
Response Details,Подробности ответа,
Response Time,Время ответа,
Restart the SLA each time the customer replies (status changes to Open) and fulfill it when marked as Replied,"Перезапускает SLA каждый раз, когда клиент отвечает (изменения статуса на Open) и выполняет его при отмеченном как ответивший",
Restore,Восстановить,
Restore Defaults,Восстановить по умолчанию,
Retake,Повтор,
Retry Sync,Повторить попытку синхронизации,
Revenue,Доход,
Rich Text,Насыщенный текст,
Right,Справа,
Ringing,Идет вызов,
Ringing...,Исходящий вызов,
Role,Роль,
Rolling Response Due,Текущий ответ,
Rolling Responses,Ответы в реальном времени,
Route,Маршрут,
Route Name,Название Маршрута,
Rows,Строки,
SLA,SLA,
SLA Creation,Создание SLA,
SLA Name,Название SLA,
SLA Status,Статус SLA,
SLA set as default cannot be disabled,"SLA, установленное по умолчанию, не может быть отключено",
SUBJECT,СУБЪЕКТ,
Sales Manager,Менеджер продаж,
Sales User,Продавец,
Sales trend,Тенденция продаж,
Salesperson,Менеджер продаж,
Salutation,Приветствие,
Saturday,Суббота,
Save,Сохранить,
Save Changes,Сохранить изменения,
Saved Views,Сохраненные просмотры,
Schedule a task...,Запланируйте задачу...,
Script,Скрипт,
Search,Поиск,
Section,Раздел,
Select,Выбрать,
Select Company,Выберите компанию,
Select Currency,Выберите валюту,
Select Range,Выберите диапазон,
Select Source Type,Выберите тип источника,
Select the assignees for {0}.,Выберите исполнителей для {0}.,
Select {0},Выберите {0},
Send,Отправить,
Send Invites,Отправить приглашение,
Send Invites To,Отправить приглашения для,
Send Template,Отправить шаблон,
Send email,Отправить email,
Separator,Сепаратор,
Series,Идентификатор документа,
Service Level Agreement,Соглашение об уровне обслуживания,
Service Provider,Поставщик услуг,
Session Defaults,Установки сеанса по умолчанию,
Set,Установить,
Set As Primary,Установить как основной,
Set all as private,Сделать все приватным,
Set all as public,Сделать все общедоступными,
Set as Primary Contact,Установить как основное контактное лицо,
Set as default SLA,Установить как SLA по умолчанию,
"Set working days, hours, and holidays by selecting a predefined schedule or creating a new one","Установите рабочие дни, часы и праздники, выбрав предопределенное расписание или создав новое",
Settings,Настройки,
Settings updated successfully,Настройки успешно обновлены,
Setup Email,Настройка Email,
Setup your password,Настройте свой пароль,
Show,Показать,
Show Password,Показать пароль,
Show Preview,Показать предварительный просмотр,
Side Panel,Боковая панель,
Sidebar Items,Элементы боковой панели,
Signature,Подпись,
"Simple Python Expression, Example: doc.status == 'Open' and doc.lead_source == 'Ads'","Простое выражение Python, пример: doc.status == 'Open' и doc.lead_source == 'Ads'",
"Since you removed {0} from the assignee, the {0} has also been removed.","Поскольку вы удалили {0} из списка назначенных, {0} также был удален.",
"Since you removed {0} from the assignee, the {0} has been changed to the next available assignee {1}.","Поскольку вы удалили {0} из получателя, {0} был изменен на следующего доступного получателя {1}.",
Site URL,Адрес сайта,
Some error occurred while renaming assignment rule,Произошла ошибка при переименовании правила назначения,
Some error occurred while updating assignment rule,Произошла ошибка при обновлении правила назначения,
Something went wrong,Что-то пошло не так,
Sort,Сортировать,
Source,Источник,
Source Name,Исходное имя,
Source Type,Исходный тип,
Source disabled successfully,Источник успешно отключен,
Source enabled successfully,Источник успешно включен,
Spacer,Проставка,
Stage,Стадия,
"Standard Form Scripts can not be modified, duplicate the Form Script instead.","Стандартные сценарии форм не могут быть изменены, вместо этого продублируйте сценарий форм для их изменений.",
Standard Selling Rate,Стандартная ставка продажи,
Standard Views,Стандартные виды,
Start Date,Дата начала,
Start Time,Время начала,
Start with sample 10 leads,Начните с 10 примеров лидов,
Status,Статус,
Status Change Log,Статус журнал изменения,
Status is required,Укажите статус,
Subdomain,Поддомен,
Subject,Тема,
Subject is required,Необходимо ввести тему,
Subject: {0},Тема: {0},
Sunday,Воскресенье,
Support / Sales,Поддержка / Продажи,
Switch Camera,Переключить камеру,
Sync Now,Синхронизировать сейчас,
Synced,Синхронизировано,
Syncing,Синхронизация,
Syncing started in background,Синхронизация началась в фоновом режиме,
System,Система,
System Configuration,Конфигурация системы,
System Manager,Системный менеджер,
TO,К,
Take a note...,Возьмите на заметку...,
Task,Задача,
Tasks,Задачи,
Telephony,Телефония,
Telephony Medium,Телефония Среда,
Telephony Settings,Настройки телефонии,
Template Name,Название шаблона,
Template created successfully,Шаблон успешно создан,
Template disabled successfully,Шаблон успешно отключен,
Template enabled successfully,Шаблон успешно включен,
Template renamed successfully,Шаблон успешно переименован,
Template updated successfully,Шаблон успешно обновлен,
Templates,Шаблоны,
Territory,Территория,
Territory Manager,Территориальный менеджер,
Territory Name,Название территории,
The Condition '{0}' is invalid: {1},Условие «{0}» недопустимо: {1},
The holiday on {0} is not between From Date and To Date,Праздник на {0} не между From Date и To Date,
The rate used to convert the deal’s currency to your crm's base currency (set in CRM Settings). It is set once when the currency is first added and doesn't change automatically.,"Курс, используемый для конвертации валюты сделки в базовую валюту вашей CRM (задаётся в настройках CRM). Он устанавливается один раз при первом добавлении валюты и не меняется автоматически.",
The rate used to convert the organization’s currency to your crm's base currency (set in CRM Settings). It is set once when the currency is first added and doesn't change automatically.,"Курс, используемый для конвертации валюты организации в базовую валюту вашей CRM-системы (задаётся в настройках CRM). Он устанавливается один раз при первом добавлении валюты и не меняется автоматически.",
Theme,Тема,
There can only be one default priority in Priorities table,В таблице «Приоритеты» может быть только один приоритет по умолчанию,
This Month,В этом месяце,
This Quarter,В этом квартале,
This Week,На этой неделе,
This Year,В этом году,
This method is only meant for developer mode,Этот метод предназначен только для режима разработчика,
This section is not editable,Этот раздел не подлежит редактированию,
"This will delete selected items and items linked to it, are you sure?","Это удалит выбранные элементы и связанные с ними элементы, вы уверены?",
"This will delete selected items and unlink linked items to it, are you sure?","Это удалит выбранные элементы и отвяжет связанные элементы, вы уверены?",
"This will restore (if not exist) all the default statuses, custom fields and layouts. Delete & Restore will delete default layouts and then restore them.","Это восстановит (если они отсутствуют) все статусы по умолчанию, настраиваемые поля и макеты. Функция «Удалить и восстановить» удалит макеты по умолчанию, а затем восстановит их.",
Thursday,Четверг,
Time Format,Формат времени,
Timespan,Временной интервал,
Timezone,Часовой пояс,
Title,Заголовок,
Title Field,Поле заголовка,
To,К,
To Date,До,
To Date cannot be before From Date,На сегодняшний день не может быть раньше от даты,
To Type,К типу,
To User,Пользователю,
"To know more about setting up email accounts, click","Чтобы узнать больше о настройке учетных записей email, нажмите",
Today,Сегодня,
Todo,К работе,
Toggle Full Width,Переключить на полную ширину,
Toggle Theme,Переключить тему,
Tomorrow,Завтра,
Total,Общий,
Total Holidays,Всего праздников,
Total after discount,Итого после скидки,
Total leads,Всего лидов,
Total number of leads,Общее количество лидов,
Total number of non won/lost deals,Общее количество незавершенных сделок,
Total number of won deals based on its closure date,Общее количество выигранных сделок на основе даты закрытия,
Traceback,Трассировка,
Tuesday,Вторник,
TwiML SID,TwiML SID,
Twilio,Twilio,
Twilio API credential creation error.,Ошибка создания учетных данных API Twilio.,
Twilio Number,Номер Twilio,
Twilio Settings,Настройки Twilio,
Type,Тип,
Type your message here...,Введите сообщение здесь...,
Unauthorized request,Несанкционированный запрос,
Uncollapsible,Неразборный,
Unknown,Неизвестный,
Unlink,Отвязать,
Unpin View,Открепить вид,
Unsaved Changes,Несохраненные изменения,
Untitled,Без названия,
Update,Обновить,
Update Account,Обновить учетную запись,
Update timestamp on new communication,Обновить временную метку при новом сообщении,
Update {0} Records,Обновление {0} записей,
Upload,Загрузить,
Upload Attachment,Загрузить вложение,
Upload Document,Загрузить документ,
Upload Image,Загрузить изображение,
Upload Video,Загрузить видео,
Uploading {0}%,Загрузка {0}%,
User,Пользователь,
User Management,Управление пользователями,
User Name,Имя пользователя,
User {0} has been removed,Пользователь {0} был удален,
Users,Пользователи,
Users are required,Требуются пользователи,
Valid From,Действительно с,
Validity,Действительность,
Value,Значение,
View Name,Просмотр имени,
View Website,Посмотреть сайт,
Views,Просмотры,
Web Form,Веб-форма,
Webhook Verify Token,Токен проверки Webhook,
Website,Сайт,
Wednesday,Среда,
Weekly Off,Еженедельный выходной,
Welcome Message,Приветственное сообщение,
"Welcome {0}, lets add your first lead","Добро пожаловать {0}, давайте добавим вашего первого лида",
WhatsApp,WhatsApp,
WhatsApp Templates,Шаблоны WhatsApp,
Where,Где,
Width,Ширина,
"Width can be in number, pixel or rem (eg. 3, 30px, 10rem)","Ширина может быть выражена числом, пикселями или rem (например, 3, 30px, 10rem)",
Won,Выиграно,
Won deals,Выигранные сделки,
Workday,Рабочий день,
Working Hours,Часы работы,
Yes,Да,
Yesterday,Вчера,
You,Вы,
You are not permitted to access this resource.,Вы не имеете права доступа к этому ресурсу.,
You can change the default calling medium from the settings,Вы можете изменить средство вызова по умолчанию в настройках,
You can invite multiple users by comma separating their email addresses,"Вы можете пригласить нескольких пользователей, разделив их адреса электронной почты запятыми",
You do not have Exotel Number set in your Telephony Agent,У вас не установлен номер Exotel в вашем телефонном агенте,
You do not have enough permissions to access Frappe CRM. Please contact your administrator if you believe this is an error.,"У вас недостаточно прав для доступа к Frappe CRM. Если вы считаете, что произошла ошибка, обратитесь к администратору.",
You do not have mobile number set in your Telephony Agent,У вас не установлен номер мобильного телефона в вашем Telephony Agent,
You do not have permission to access Frappe CRM,У вас нет разрешения на доступ к Frappe CRM,
You need to be in developer mode to edit a Standard Form Script,"Чтобы отредактировать стандартную веб-форму, необходимо находиться в режиме разработчика",
"You will be redirected to invite user page, unsaved changes will be lost.","Вы будете перенаправлены на страницу приглашенного пользователя, несохраненные изменения будут потеряны.",
You will need a Meta developer account and an access token to sync leads from Facebook. Read more,Для синхронизации лидов из Facebook вам понадобится учётная запись разработчика Meta и токен доступа. Подробнее,
Your assignment on {0} {1} has been removed by {2},Ваше задание на {0} {1} было удалено {2},
Your old condition will be overwritten. Are you sure you want to save?,"Ваше старое условие будет перезаписано. Вы уверены, что хотите сохранить?",
Your old conditions will be overwritten. Are you sure you want to save?,"Ваше старое условие будет перезаписано. Вы уверены, что хотите сохранить?",
added a,добавил,
amber,янтарный,
black,черный,
blue,синий,
changes from,Изменения от,
comment,комментарий,
cyan,бирюзовый,
deals,сделки,
desk,стол,
exchangerate.host,exchangerate.host,
field,поле,
fields,полей,
frankfurter.app,franfurter.app,
gray,серый,
green,зеленый,
group_by,group_by,
has made a call,Сделал звонок,
has reached out,Протянул руку,
here,здесь,
in 1 hour,через 1 час,
in 1 minute,через 1 минуту,
in 1 year,через 1 год,
in {0} M,через {0} мес,
in {0} d,через {0} д,
in {0} days,через {0} дней,
in {0} h,через {0} ч,
in {0} hours,через {0} часов,
in {0} m,через {0} м,
in {0} minutes,через {0} минут,
in {0} months,через {0} месяцев,
in {0} w,через {0} нед,
in {0} weeks,через {0} недель,
in {0} y,через {0} г,
in {0} years,через {0} лет,
john@doe.com,ivan@petrov.com,
just now,только что,
kanban,канбан,
label,этикетка,
leads,лиды,
list,список,
mentioned you in {0},Вас упомянули в {0},
now,сейчас,
orange,оранжевый,
pink,розовый,
previous,предыдущие,
private,приватный,
public,публично,
purple,фиолетовый,
red,красный,
teal,бирюзовый,
to,для,
tomorrow,завтра,
value,значение,
violet,фиолетовый,
"which are not compatible with this UI, you will need to recreate the conditions here if you want to manage and add new conditions from this UI.","которые не совместимы с этим интерфейсом, вам нужно будет создать условия здесь, если вы хотите управлять и добавлять новые условия из этого интерфейса.",
yellow,жёлтый,
yesterday,вчера,
{0} M,{0} М,
{0} assigned a {1} {2} to you,{0} назначил вам {1} {2},
{0} d,{0} д,
{0} days ago,{0} дн. назад,
{0} h,{0} ч,
{0} hours ago,{0} несколько часов назад,
{0} is an invalid email address,{0}  недействительный адрес электронной почты,
{0} is required,{0} требуется,
{0} m,{0} м,
{0} minutes ago,{0} мин назад,
{0} months ago,{0} месяцев назад,
{0} w,{0} нед,
{0} weeks ago,{0} недель назад,
{0} y,{0} г,
{0} years ago,{0} лет назад,
"⚠️ Avoid using ""trigger"" as a field name — it conflicts with the built-in trigger() method.",⚠️ Избегайте использования «trigger» в качестве имени поля — это конфликтует со встроенным методом trigger().,
"⚠️ Method ""{0}"" not found in class.",⚠️ Метод «{0}» не найден в классе.,
"⚠️ No class found for doctype: {0}, it is mandatory to have a class for the parent doctype. it can be empty, but it should be present.","⚠️ Не найден класс для doctype: {0}, обязательно наличие класса для родительского doctype. Он может быть пустым, но должен присутствовать.",
⚠️ No data found for parent field: {0},⚠️ Данные для родительского поля не найдены: {0},
⚠️ No row found for idx: {0} in parent field: {1},⚠️ Не найдена строка для idx: {0} в родительском поле: {1},
Call Logs,Журнал звонков,
Getting started,Начало работы,
Welcome to Frappe CRM,Добро пожаловать в Frappe CRM,
Continue,Продолжить,
Reset all,Сбросить всё,
Skip all,Пропустить всё,
Help centre,Центр помощи,
It appears that there are currently no Leads available. You can create more Leads by using the Create button.,Сейчас лидов нет. Создайте первый лид с помощью кнопки «Создать».,
From Number,С номера,
To Number,На номер,
It appears that there are currently no {0} available. You can create more {0} by using the Create button.,"Сейчас нет доступных записей «{0}». Нажмите «Создать», чтобы добавить «{0}».",
No New Notifications,Нет новых уведомлений,
You have no new notifications,Новых уведомлений нет,
source,Источник,
stage,Этап,
Won Deals,Выигранные сделки,
Forecasted,Прогноз,
Actual,Факт,
days,дни,
day,день,
%John%,%Иван%,
(No Title),(Без названия),
01/01/2022 to 01/31/2022,01.01.2022–31.01.2022,
08:00 AM,08:00,
08:00 pm,20:00,
1 hr,1 ч,
1-10,1-10,
1000+,1000+,
11-50,11-50,
201-500,201-500,
501-1000,501-1000,
51-200,51-200,
<b>META</b>,<b>МЕТА</b>,
<b>SHORTCUTS</b>,<b>ЯРЛЫКИ</b>,
"<p>Dear {{ lead_name }},</p>

<p>This is a reminder for the payment of {{ grand_total }}.</p>

<p>Thanks,</p>
<p>Frappé</p>","<p>Здравствуйте, {{ lead_name }}!</p>

<p>Напоминаем об оплате суммы {{ grand_total }}.</p>

<p>С уважением,</p>
<p>Frappé</p>",
"<p>Dear {{ lead_name }},</p>\n\n<p>This is a reminder for the payment of {{ grand_total }}.</p>\n\n<p>Thanks,</p>\n<p>Frappé</p>","<p>Уважаемый {{ lead_name }},</p>\n\n<p>Это напоминание об оплате {{ grand_total }}.</p>\n\n<p>Спасибо,</p>\n<p>Фраппе</p>",
"<span class=""h5""><b>PORTAL</b></span>","<span class=""h5""><b>ПОРТАЛ</b></span>",
A new account has been created for you at {0},Новая учетная запись была создана для вас на {0},
A valid call log is required.,Требуется корректная запись звонка.,
API key is required,Необходимо указать API-ключ,
API secret is required,Необходимо указать секретный ключ API,
Accept Call,Принять звонок,
Access Key for {0}. Required for fetching exchange rates.,Ключ доступа для {0}. Необходим для получения курсов валют.,
Account Info & Security,Данные аккаунта и безопасность,
Accounting,Бухгалтерский учёт,
Active,Активно,
Add Attendee,Добавить участника,
Add Chart,Добавить диаграмму,
Add Condition,Добавить условие,
Add Condition Group,Добавить группу условий,
Add Description,Добавить описание,
Add Description.,Добавить описание.,
Add Email,Добавить адрес электронной почты,
Add Lead or Deal,Добавить лид или сделку,
Add Location,Добавить место,
Add Mobile Number...,Добавить номер мобильного телефона…,
Add Note,Добавить заметку,
Add Notification,Добавить уведомление,
Add Organization...,Добавить организацию…,
Add Sample Data,Добавить демонстрационные данные,
Add Task,Добавить задачу,
Add a Condition,Добавить условие,
Add a Custom Condition,Добавить пользовательское условие,
Add a Task,Добавить задачу,
Add time targets around support milestones like first response,"Задайте целевые сроки для этапов обслуживания, например для первого ответа",
Add {0}...,Добавить: {0}...,
Advertisement,Реклама,
Advertising,Реклама,
Aerospace,Аэрокосмическая отрасль,
Agriculture,Сельское хозяйство,
Airline,Авиаперевозки,
All Day,Весь день,
All Day Event Notifications,Уведомления о событиях на весь день,
All available priorities have already been added,Все доступные приоритеты уже добавлены,
Apparel & Accessories,Одежда и аксессуары,
Appearance,Оформление,
Are you sure you want to clear assignment for {0} item(s)?,Действительно снять назначение с объектов ({0})?,
Are you sure you want to clear demo data? This action cannot be undone.,Удалить демонстрационные данные? Это действие нельзя отменить.,
Are you sure you want to convert {0} lead(s) to deal(s)?,Действительно преобразовать лиды ({0}) в сделки?,
"Are you sure you want to delete ""{0}"" view?",Действительно удалить представление «{0}»?,
Are you sure you want to delete this event?,"Вы уверены, что хотите удалить это событие?",
Are you sure you want to delete {0} - {1}?,Действительно удалить {0} — {1}?,
Are you sure you want to delete {0} items?,Действительно удалить объекты ({0})?,
Are you sure you want to delete {0} linked doc(s)?,Действительно удалить связанные документы ({0})?,
Are you sure you want to discard unsaved changes to this event?,"Вы уверены, что хотите отменить несохраненные изменения этого события?",
Are you sure you want to make this attachment {0}?,Действительно сделать это вложение {0}?,
Are you sure you want to remove this tab and all its content?,Удалить эту вкладку и всё её содержимое?,
Are you sure you want to unlink {0} linked doc(s)?,Действительно отсоединить связанные документы ({0})?,
Assign Condition is required,Необходимо задать условие назначения,
Assign Conditions are invalid,Условия назначения некорректны,
Assign To Me,Назначить мне,
Assign by workload,Назначать по загрузке,
Assignment Cleared Successfully,Назначение успешно снято,
Assignment Condition,Условие назначения,
Assignment Days are required,Необходимо указать дни назначения,
Assignment Rule Created,Правило назначения создано,
Assignment Rule Deleted,Правило назначения удалено,
Assignment Rule Duplicated,Правило назначения дублировано,
Assignment Rule Updated,Правило назначения обновлено,
Assignment Rule {0} Updated,Правило назначения {0} обновлено,
"Assignment conditions are invalid or corrupt, recreate the conditions.",Условия назначения некорректны или повреждены. Создайте их заново.,
At least one priority is required,Необходимо добавить хотя бы один приоритет,
"At least one valid Workday with Workday, Start Time, and End Time is required","Необходимо добавить хотя бы один корректный рабочий день с указанием дня недели, времени начала и окончания",
Attach a File,Прикрепить файл,
Attach file…,Прикрепить файл…,
Attendees,Участники,
Attending status updated,Статус участия обновлён,
Auto Create Customer,Автоматически создавать клиента,
Auto update Expected Deal Value,Автоматически обновлять ожидаемую сумму сделки,
Auto-assign leads/deals to the right sales user based on predefined conditions,Автоматически назначайте лиды и сделки подходящему менеджеру по заданным условиям,
Auto-rotate,Автоматически по очереди,
Automatically sets Communication Status to “Open” for the lead or deal when a new communication is created. Applies only when SLA is enabled,При создании нового сообщения автоматически устанавливает для лида или сделки статус коммуникации «Открыто». Действует только при включённом SLA,
Automatically sets Communication Status to “Replied” for the lead or deal when a response is received. Applies only when SLA is enabled,При получении ответа автоматически устанавливает для лида или сделки статус коммуникации «Отвечено». Действует только при включённом SLA,
Automotive,Автомобильная отрасль,
Avg Deal Value,Средняя сумма сделки,
Avg Ongoing Deal Value,Средняя сумма текущей сделки,
Avg Time to Close a Deal,Среднее время закрытия сделки,
Avg Time to Close a Lead,Среднее время закрытия лида,
Avg Won Deal Value,Средняя сумма выигранной сделки,
Axis Chart,Координатная диаграмма,
Back to All Logs,Вернуться ко всем журналам,
Back to File Upload,Вернуться к загрузке файла,
Be the first to add one.,Добавьте первый комментарий.,
Beta,Бета,
CRM Portal Page,CRM Страница портала,
Calendar,Календарь,
Calendar Settings,Настройки календаря,
Call log not found,Запись звонка не найдена,
Call with John Doe,Звонок с Иваном Ивановичем,
Campaign,Рекламная кампания,
Cannot assign this role,Нельзя назначить эту роль,
Cannot invite for this role,Нельзя пригласить с этой ролью,
Capturing Leads,Сбор лидов,
Change Photo,Изменить фотографию,
Choose how you want to use the application by setting your preferences.,Выберите предпочтительный способ использования приложения.,
Choose how {0} are assigned among the selected assignees.,Выберите способ распределения {0} между выбранными исполнителями.,
Choose the Email Service Provider you want to configure.,Выберите почтового провайдера для настройки.,
Choose which leads/deals are affected by this policy.,"Выберите лиды и сделки, к которым применяется эта политика.",
Choose which {0} are affected by this assignment rule.,"Выберите, к каким {0} применяется это правило назначения.",
Clear All Filters,Очистить все фильтры,
Click on the link below to complete your registration and set a new password,"Нажмите на ссылку ниже, чтобы завершить регистрацию и установить новый пароль",
Close Panel,Закрыть панель,
Cold Calling,Холодный звонок,
Comment sent,Комментарий отправлен,
Communication Statuses,Статусы связи,
Company in ERPNext site,Компания на сайте ERPNext,
Company name is required,Необходимо указать название компании,
Complete Registration,Полная регистрация,
Configure,Настроить,
Configure Telephony Settings for your CRM,Настройте телефонию для CRM,
"Configure default settings for your CRM system, including default currency, date formats, and other system-wide preferences to ensure consistency across your system.","Настройте параметры CRM по умолчанию: валюту, формат дат и другие общесистемные параметры.",
Configure general settings for your application,Настройте общие параметры приложения,
"Configure how your dashboard calculates, formats, and displays key metrics, including forecasting, deal values, and currency settings","Настройте расчёт, форматирование и отображение ключевых показателей панели, включая прогнозы, суммы сделок и валюту",
Configure the Exchange Rate Provider for your CRM,Настройте провайдера курсов валют для CRM,
"Configure your Brand Name, Logo, and Favicon","Настройте название бренда, логотип и значок сайта",
Configure your Calendar Settings like Default View and Event Notifications here,Настройте вид календаря по умолчанию и уведомления о событиях,
Configure your Exotel Telephony Integration Settings here,Настройте интеграцию телефонии Exotel,
Configure your Twilio Telephony Integration Settings here,Настройте интеграцию телефонии Twilio,
Confirm Overwrite,Подтвердить перезапись,
Connect ERPNext to Frappe CRM,Подключить ERPNext к Frappe CRM,
Connect your Email,Подключить электронную почту,
Contact Added,Контакт добавлен,
Contact Already Added,Контакт уже добавлен,
Contact Image Updated,Изображение контакта обновлено,
Contact Removed,Контакт удалён,
Contact Updated,Контакт обновлён,
Contacted,Связались,
"Controls how numbers are displayed (e.g., commas, decimal separators)","Определяет формат отображения чисел (например, разделители тысяч и дробной части)",
Converted Successfully,Успешно преобразовано,
Copied to Clipboard,Скопировано в буфер обмена,
Create Event,Создать событие,
Create Lead from Incoming Emails,Создавать лиды из входящих писем,
Create New Holiday List,Создать новый список праздников,
Create New Template,Создать новый шаблон,
Create Note,Создать заметку,
Create Task,Создать задачу,
Create an Event,Создать событие,
Create customer in ERPNext when the deal status is changed,Создавать клиента в ERPNext при изменении статуса сделки,
Create quotation button on deal page and auto customer creation on deal status change will be disabled. Are you sure?,Кнопка создания предложения на странице сделки и автоматическое создание клиента при изменении статуса сделки будут отключены. Продолжить?,
Create {0},Создать: {0},
Current Password,Текущий пароль,
Custom Actions,Пользовательские действия,
Custom Branding,Фирменное оформление,
Custom Fields,Пользовательские поля,
Custom List Actions,Пользовательские действия со списком,
Custom Statuses,Пользовательские статусы,
Customer Created Successfully,Клиент успешно создан,
Customer's Vendor,Поставщик клиента,
Dashboard Currency,Валюта панели,
"Dashboard number cards & charts will show currency in the selected format. Once set, cannot be edited.",Денежные показатели и диаграммы панели будут отображаться в выбранном формате валюты. После сохранения изменить его будет нельзя.,
Dashboard settings updated successfully,Настройки панели успешно обновлены,
Date & Time,Дата и время,
Days,Дни,
Deal Statuses,Статусы сделок,
Deal status is required,Необходимо указать статус сделки,
Deals by Ongoing & Won Stage,Сделки по текущим и выигранным этапам,
Deals by Salesperson,Сделки по менеджерам,
Deals by Source,Сделки по источникам,
Deals by Stage,Сделки по этапам,
Deals by Territory,Сделки по территориям,
"Dear {{ lead_name }},

This is a reminder for the payment of {{ grand_total }}.

Thanks,
Frappé","Здравствуйте, {{ lead_name }}!

Напоминаем об оплате суммы {{ grand_total }}.

С уважением,
Frappé",
"Dear {{ lead_name }}, \n\nThis is a reminder for the payment of {{ grand_total }}. \n\nThanks, \nFrappé","Уважаемый {{ lead_name }},\n\nЭто напоминание об оплате {{ grand_total }}.\n\nСпасибо,\nFrappé",
Declined,Отклонено,
Default Calendar View,Вид календаря по умолчанию,
Default Calling Medium for Logged In User,Канал звонков по умолчанию для текущего пользователя,
Default Event Notifications,Уведомления о событиях по умолчанию,
Default Sending & Inbox,Отправка и входящие по умолчанию,
Default View,Вид по умолчанию,
"Defines the default currency for all records, can be overridden at the field level",Определяет валюту по умолчанию для всех записей; её можно переопределить на уровне отдельного поля,
Delete Contact,Удалить контакт,
Delete Event,Удалить событие,
Delete Invitation,Удалить приглашение,
Delete Linked Item,Удалить связанную запись,
Delete Organization,Удалить организацию,
Delete {0} Item(s),Удалить элементы: {0},
Deleting note...,Удаление заметки…,
Demo data restored successfully.,Демонстрационные данные успешно восстановлены.,
Demo/Making,Демонстрация / подготовка,
Disable ERPNext Integration,Отключить интеграцию с ERPNext,
Discard Changes,Отменить изменения,
Discard Unsaved Changes?,Отменить несохранённые изменения?,
Display format for dates across the system,Формат отображения дат в системе,
Doctype is required,Необходимо указать тип документа,
Document,Документ,
Document Not Found,Документ не найден,
Document created successfully,Документ успешно создан,
Document does not exist,Документ не существует,
Donut Chart,Кольцевая диаграмма,
Drag & Drop files here or upload from,Перетащите файлы сюда или загрузите из,
Drag a section or a field here to get started,Для начала перетащите сюда раздел или поле,
Dropdown items,Элементы выпадающего списка,
Duplicate Event,Дублировать событие,
Duplicate Template,Дублировать шаблон,
Duplicate Workday found: {0}. Each Workday should be unique.,Рабочий день {0} указан повторно. Каждый рабочий день должен быть уникальным.,
Duplicate an Event,Дублировать событие,
ERPNext is not installed on this site either install it or enter the URL of your ERPNext site to connect,ERPNext не установлен на этом сайте. Установите его или укажите адрес сайта ERPNext для подключения,
Edit Event,Редактировать событие,
Edit Fields Layout,Изменить расположение полей,
Edit Grid Fields,Изменить поля таблицы,
Edit Response & Resolution,Изменить параметры ответа и решения,
Edit Row,Редактировать строку,
Edit Workday,Редактировать рабочий день,
Edit an Event,Редактировать событие,
Edit deal's mandatory fields layout,Изменить макет обязательных полей сделки,
Edit {0},Изменить: {0},
Editing Event,Редактирование события,
Email Account created successfully,Учётная запись электронной почты успешно создана,
Email Account updated successfully,Учётная запись электронной почты успешно обновлена,
Email Already Exists,Адрес электронной почты уже существует,
